Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2016,June,Western Asia,Western Asia,Syrian Arab Republic,1,0,1,0,0,1,0,Violence,Syria to Türkiye,Syrian/Turkish border near Idlib province,Syrian Observatory for Human Rights,"36.0895263, 36.31663",Western Asia
Incident,2016,June,Unknown,Mediterranean,Unknown,2,0,2,113,2,0,0,Vehicle accident / death linked to hazardous transport,Central Mediterranean,"Between Libya and Italy, likely near the coast of Western Libya",IOM Italy,"33.9413036, 12.7194955",Uncategorized
Incident,2016,June,Central America,Central America,Mexico,1,0,1,0,1,0,1,Mixed or unknown,US-Mexico border crossing,"Río Bravo, near Rancho Río Grande, KM110 of Federal Highway 2, between Guerrero and Hidalgo, Coahuila, Mexico",El Siglo,"27.1334908, -103.434484",Central America
Incident,2016,June,Eastern Africa (P),Northern Africa,Unknown,6,0,6,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara desert near small village, Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"24.138269, 33.026759",Northern Africa
Incident,2016,June,Western Asia,Western Asia,Syrian Arab Republic,8,0,8,8,4,1,3,Violence,Syria to Türkiye,"Syrian-Turkish border near Khirbet al-Joz village in the northern countryside of Jisr al-Shughur, Türkiye",Syrian Observatory for Human Rights ,"35.8357803, 36.3183572",Western Asia
Incident,2016,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Dimmit County, Texas",Zocalo Saltillo,"28.4226837, -100.0344494",Northern America
Incident,2016,June,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Near Burao, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"9.5206381, 45.5288885",Eastern Africa
Incident,2016,June,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,0,"Matama, Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),"12.9944787, 36.1824054",Eastern Africa
Incident,2016,June,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert in Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"24.138269, 33.026759",Northern Africa
Incident,2016,June,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"17.6922271, 33.9762492",Northern Africa
Incident,2016,June,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara desert, close to Berber, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"18.008686, 33.9948098",Northern Africa
Incident,2016,June,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Desert near Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.459686, 30.6654494",Northern Africa
Incident,2016,June,Eastern Africa (P),Northern Africa,Unknown,5,0,5,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Shemaliya Province, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.4022552, 27.9053789",Northern Africa
Incident,2016,June,Eastern Africa (P),Northern Africa,Unknown,9,0,9,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara desert, near to small village between Abu Hamad and Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"21.53537, 32.95897",Northern Africa
Incident,2016,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.8997, -111.769884",Northern America
Cumulative Incident,2016,June,Western Asia,Western Asia,Syrian Arab Republic,11,0,11,0,0,0,0,Violence,Syria to Türkiye,multiple locations at the Syrian/Turkish border,Syrian Observatory for Human Rights ,"36.6706441, 36.4781584",Western Asia
Incident,2016,June,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,0,0,Drowning,US-Mexico border crossing,"Rio Grande near Guerrero, Coahuila, Mexico",Zocalo Saltillo,"27.1334908, -103.434484",Central America
Incident,2016,June,Western Africa,Mediterranean,Nigeria,1,0,1,100,0,0,0,Mixed or unknown,Central Mediterranean,"About 20 nautical miles from Sabratha, Libya",IOM Libya,"32.8344776, 12.3840848",Uncategorized
Incident,2016,June,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Los Rodriguez, Coahuila, Mexico",Zocalo Saltillo,"25.4802663, -100.9763379",Central America
Incident,2016,June,Central America,North America,Guatemala,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.773083, -111.918183",Northern America
Incident,2016,June,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.98296, -110.5362",Northern America
Incident,2016,June,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Violence,0,"Dedza, Malawi",Mixed Migration Monitoring Mechanism Initative (4mi),"-14.3850502, 34.3069123",Eastern Africa
Incident,2016,June,Eastern Africa (P),Eastern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,0,"Nakonda, Zambia",Mixed Migration Monitoring Mechanism Initative (4mi),"-9.3304513, 32.746017",Eastern Africa
Incident,2016,June,Central America,North America,Mexico,1,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.64488, -111.91678",Northern America
Incident,2016,June,Eastern Africa,Mediterranean,Ethiopia,0,17,17,0,0,0,0,Drowning,Central Mediterranean,"Between Northern Africa and Brindisi, Italy","IOM Italy, UNHCR","40.6679395, 17.9414401",Uncategorized
Incident,2016,June,Unknown,Mediterranean,Unknown,6,0,6,1000,0,0,0,Mixed or unknown,Central Mediterranean,In Libyan national waters,Libyan Coast Guard via IOM Libya,"31.4562342, 15.4573987",Uncategorized
Incident,2016,June,Central America,Central America,El Salvador,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande, at Reynosa Diaz, Tamaulipas, Mexico",La Prensa Grafica,"24.215586, -99.4332699",Central America
Incident,2016,June,Unknown,Mediterranean,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Central Mediterranean,"Between Northern Africa and Calabria, Italy",IOM Italy,"37.6557576, 15.6009929",Uncategorized
Incident,2016,June,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.10363, -111.52543",Northern America
Incident,2016,June,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Near Carrizo Springs, Dimmit County, Texas",Zocalo Piedras Negras,"28.4226837, -100.0344494",Northern America
Incident,2016,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.953017, -112.87445",Northern America
Incident,2016,June,Central America,North America,El Salvador,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.26201, -112.69105",Northern America
Incident,2016,June,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"Papuloapan Basin, Veracruz, Mexico",El Tuxtepecano,"18.28446, -95.85083",Central America
Incident,2016,June,Unknown,Mediterranean,Unknown,10,0,10,107,10,0,0,Mixed or unknown,Central Mediterranean,Strait of Sicily,Guardia Costiera Italia,"37.0930737, 11.8610189",Uncategorized
Incident,2016,June,Unknown,Northern Africa,Unknown,3,0,3,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,June,Unknown,Western Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"22.73438554, 12.9393314082",Western Africa
Incident,2016,June,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"22.84844646, 12.205285",Western Africa
Incident,2016,June,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,June,Unknown,Northern Africa,Unknown,2,0,2,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,June,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,June,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Subratha, Libya",MHub,"21.82621055, 10.806275375",Western Africa
Incident,2016,June,Unknown,Northern Africa,Unknown,2,0,2,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,June,Unknown,Northern Africa,Unknown,3,0,3,0,0,0,0,Violence,Sahara Desert crossing,"Sahara Desert, between Khartoum, Sudan and Tripoli, Libya",MHub ,"19.52626236, 27.405136",Northern Africa
Incident,2016,June,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Subratha, Libya",MHub ,"32.7811016, 12.4495221",Northern Africa
Incident,2016,June,Unknown,Western Africa,Unknown,15,0,15,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Subratah, Libya",MHub ,"19.70455736, 10.3393844564",Western Africa
Incident,2016,June,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,0,"Tripoli, Libya",MHub ,"32.86414222, 13.1995780461",Northern Africa
Incident,2016,June,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, between Zindane, Niger and Subratah, Libya",MHub ,"23.79076872, 12.8497324063",Western Africa
Incident,2016,June,Unknown,Northern Africa,Unknown,3,0,3,0,0,0,0,Violence,0,"Tripoli, Libya",MHub ,"32.86414222, 13.1762320988",Northern Africa
Incident,2016,June,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub ,"22.84844646, 12.205285",Western Africa
Incident,2016,July,Northern Africa,Mediterranean,Tunisia,13,4,17,11,0,0,0,Drowning,Central Mediterranean,Off the Coast of Libya (left from Sabratha),"IOM Libya,Business News.com.tn","35.1025073, 12.135376",Uncategorized
Incident,2016,July,Central America,North America,El Salvador,0,1,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,"near Carrizo, Dimmit County, Texas",Elbuscapersonas David Nostas (via Facebook),"28.4226837, -100.0344494",Northern America
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.07215, -112.972419",Northern America
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, north of Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.5001341, 32.5144024",Northern Africa
Incident,2016,July,Western Africa,Europe,Mali,1,0,1,0,0,1,1,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Highway leading to Calais Port,"Associated Press, Institute of Race Relations","50.972636, 1.8907415",Western Europe
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.03956, -113.03051",Northern America
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.29616, -113.14816",Northern America
Incident,2016,July,Eastern Africa,Western Asia,Ethiopia,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"Husn Al-Ghurab, Yemen",Society for Humanitarian Solidarity,"14.0026208, 48.3474209",Western Asia
Incident,2016,July,Central America,North America,El Salvador,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.903683, -112.146183",Northern America
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande at Nuevo Laredo, Tamaulipas, Mexico",El Quiosco,"24.215586, -99.4332699",Northern America
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.607767, -113.046967",Northern America
Incident,2016,July,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Near Teseney, Eritrea, at border with Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.1115526, 36.230819",Eastern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Train tracks near Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"24.138269, 33.026759",Northern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, north of Berber, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"18.008686, 33.9948098",Northern Africa
Incident,2016,July,Unknown,North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"97 km north of border, Kenedy County, Texas",The Monitor,"26.9403821, -97.9181768",Northern America
Incident,2016,July,Unknown,North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Havanna, Hidalgo County, Texas",The Monitor,"26.376354, -98.3833477",Northern America
Incident,2016,July,Central America,North America,Mexico,1,0,1,9,0,1,0,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"Anza-Borrego Desert State Park, San Diego County, California",LA Times,"33.0184054, -117.3988689",Northern America
Incident,2016,July,Middle Africa,Mediterranean,Cameroon,1,0,1,0,0,1,0,Mixed or unknown,Western Mediterranean,Border fence from Morocco into Ceuta in the Benzú area,"Asociación Pro Derechos Humanos de Andalucía, El Faro Digital","35.8799847, -5.3689932",Uncategorized
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,4,0,4,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Omdurman, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.6424713, 32.3154026",Northern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"17.6922271, 33.9762492",Northern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara Desert, north of Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.5001341, 32.5144024",Northern Africa
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.890533, -112.163068",Northern America
Incident,2016,July,Central America,North America,Guatemala,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.23925, -111.4293",Northern America
Incident,2016,July,Caribbean,Caribbean,Haiti,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Haiti to Dominican Republic,"Friendship bridge that crosses from  Ouanaminthe, Haiti to Dajabon, Dominican Republic",Diario Libre,"19.5510886, -71.7130818",Caribbean
Incident,2016,July,Western / Southern Asia (P),Eastern Asia,Unknown,1,2,3,10,0,0,0,Drowning,0,North of Guangdong's Neilingding Island in the South China Sea,Coconuts Hong Kong,"22.4219943, 113.8064754",Eastern Asia
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.153928, -110.982707",Northern America
Incident,2016,July,Central America,Central America,El Salvador,1,0,1,0,0,1,0,Violence,0,"Zone 4 of Chiquimula, Guatemala",Prensa Libre,"14.7819808, -89.5737362",Central America
Split Incident,2016,July,Caribbean,Caribbean,Colombia,0,15,15,0,0,0,0,Drowning,0,Between Sint Maarten and the Virgin Islands,El Nuevo Herald,"18.3122676, -64.9290454",Uncategorized
Incident,2016,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,"27.4531416, -99.6148525",Central America
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.962331, -111.362668",Northern America
Incident,2016,July,Eastern Africa,Europe,Eritrea,1,0,1,0,1,0,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Bypass over highway towards Port of Calais,"Les Echos, Institute of Race Relations","50.9654291, 1.900613",Western Europe
Incident,2016,July,Central America,North America,Honduras,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.78046, -111.95446",Northern America
Incident,2016,July,Unknown,Mediterranean,Unknown,4,0,4,400,0,0,0,Accidental death,Central Mediterranean,"32 Km off the coast of Libya, south of Malta",Reuters,"33.5930353, 13.5428521",Uncategorized
Incident,2016,July,Sub-Saharan Africa (P),Mediterranean,Unknown,1,20,21,100,0,0,0,Drowning,Central Mediterranean,Four hours away from the coast of Libya,IOM Italy,"33.1575346, 12.9419824",Uncategorized
Incident,2016,July,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,0,Near Lake Malawi,Mixed Migration Monitoring Mechanism Initative (4mi),"-13.6123108, 34.4195312",Eastern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,5,0,5,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara Desert near to small village between Adbara, Sudan and Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"21.9188333, 31.0223665",Northern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Omdurman, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.6424713, 32.3154026",Northern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara Desert between Atbara Sudan and Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"21.9188333, 31.0223665",Northern Africa
Incident,2016,July,Unknown,Mediterranean,Unknown,4,3,7,6,2,2,2,Drowning,Eastern Mediterranean,"Near Lesvos, Greece","IOM Greece, Washington Post","39.1892618, 26.1306061",Uncategorized
Incident,2016,July,Central America,North America,Guatemala,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.69473, -111.98491",Northern America
Incident,2016,July,Central America,North America,Honduras,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande in ranch near Eagle Pass, Maverick County, Texas",Super Channel 22,"28.6376735, -100.5282163",Northern America
Incident,2016,July,Central America,Central America,Honduras,1,0,1,0,0,1,0,Drowning,0,"River Texcuyuapán, la colonia Brisas, Tapachula, Chiapas, Mexico",Es Diario Populaire,"14.8206001, -92.6428276",Central America
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"In the Sahara desert near to Atbara, Sudan. Other reports about 20 or 25km away from Adbara",Mixed Migration Monitoring Mechanism Initative (4mi),"17.7236685, 33.8055978",Northern Africa
Incident,2016,July,Eastern Africa,Western Asia,Ethiopia,4,0,4,0,0,4,0,Drowning,Horn of Africa to Yemen crossing,"Off the coast of Radfan, Hadramout Governorate, Yemen",Society for Humanitarian Solidarity,"15.3597416, 49.7064001",Uncategorized
Incident,2016,July,Central America,Central America,Honduras,1,1,2,0,0,2,0,Drowning,US-Mexico border crossing,"Rio Grande, Rancho Las Tejas, Guerrero, Mexico",Rancherita del Aire,"17.3186939, -100.4140054",Central America
Incident,2016,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,0,"Near train tracks in San Luis, Tlaxcala, Mexico",Pulso San Luis,"19.5710097, -98.1702003",Central America
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.3405, -113.10417",Northern America
Split Incident,2016,July,Latin America / Caribbean (P),North America,"Brazil,Ecuador,Nicaragua,Unknown",28,0,28,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Webb County  jurisdiction, Texas",Webb County Office of the Medical Examiner- Dr Corinne Stern,"27.7150873, -99.9079019",Northern America
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Banks of Rio Grande, near Laredo, Webb County, Texas",Primera Hora,"27.7155889, -99.6987461",Northern America
Incident,2016,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Near Casa del Migrante in Nuevo Laredo, Tamaulipas, Mexico",Codigo San Luis,"27.492611, -99.542403",Northern America
Incident,2016,July,Central America,Central America,Honduras,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande in Piedras Negras, Coahuila, Mexico",Super Channel 22,"27.1334908, -103.434484",Central America
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.043439, -110.085624",Northern America
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, near Berber, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"18.008686, 33.9948098",Northern Africa
Incident,2016,July,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,0,"Near las'anod, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"8.476128, 47.3474798",Eastern Africa
Incident,2016,July,Eastern Africa (P),Eastern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,0,"Near Burao, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"9.5206381, 45.5288885",Eastern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"17.6922271, 33.9762492",Northern Africa
Incident,2016,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande near Reynosa, Tamaulipas, Mexico",La Prensa,"24.215586, -99.4332699",Central America
Incident,2016,July,Unknown,Mediterranean,Unknown,1,0,1,842,0,0,0,Mixed or unknown,Central Mediterranean,Off the coast of Libya,IOM Italy,"33.4165331, 16.2301914",Uncategorized
Incident,2016,July,Central America,North America,Honduras,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.121896, -111.570383",Northern America
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.85435, -110.43783",Northern America
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,4,0,4,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Abu Hamad, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.5252595, 33.2973288",Northern Africa
Incident,2016,July,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Segera, Tanzania",Mixed Migration Monitoring Mechanism Initative (4mi),"-5.3353193, 38.5456152",Eastern Africa
Incident,2016,July,Central America,Central America,Mexico,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo, near Nuevo Laredo, Tamaulipas, Mexico",El Manana Nuevo Laredo,"27.4531416, -99.6146319",Central America
